mini_dow_date,mini_dow_time,mini_dow_open,mini_dow_high,mini_dow_low,mini_dow_close,mini_dow_volume,predict
2019-12-05,23:00:00,27707.0,27701.0,27698.0,27715.0,807,0
2019-12-06,00:00:00,27700.0,27736.0,27699.0,27768.0,3520,0
2019-12-06,01:00:00,27735.0,27735.0,27722.0,27746.0,2276,0
2019-12-06,02:00:00,27735.0,27738.0,27711.0,27744.0,3647,0
2019-12-06,03:00:00,27738.0,27751.0,27735.0,27756.0,2272,0
2019-12-06,04:00:00,27751.0,27736.0,27729.0,27751.0,1748,0
2019-12-06,05:00:00,27736.0,27757.0,27734.0,27760.0,1920,0
2019-12-06,06:00:00,27758.0,27735.0,27726.0,27760.0,2576,0
2019-12-06,07:00:00,27735.0,27855.0,27696.0,27871.0,17186,0
2019-12-06,08:00:00,27855.0,27962.0,27851.0,27965.0,30373,0
2019-12-06,09:00:00,27962.0,27984.0,27938.0,27994.0,21505,0
2019-12-06,10:00:00,27985.0,28012.0,27974.0,28021.0,12485,0
2019-12-06,11:00:00,28012.0,28023.0,28001.0,28033.0,7303,0
2019-12-06,12:00:00,28024.0,28014.0,28010.0,28032.0,6450,0
2019-12-06,13:00:00,28015.0,28018.0,28004.0,28027.0,7283,0
2019-12-06,14:00:00,28018.0,28014.0,28000.0,28039.0,13652,0
2019-12-06,15:00:00,28015.0,28025.0,28003.0,28029.0,6015,0
2019-12-06,16:00:00,28026.0,28027.0,28025.0,28027.0,51,0
2019-12-08,17:00:00,28020.0,28021.0,28020.0,28047.0,1362,0
2019-12-08,18:00:00,28022.0,27979.0,27969.0,28023.0,4034,0
2019-12-08,19:00:00,27979.0,27973.0,27962.0,27990.0,2567,0
2019-12-08,20:00:00,27973.0,27994.0,27971.0,28000.0,1771,0
2019-12-08,21:00:00,27993.0,27982.0,27976.0,27994.0,833,0
2019-12-08,22:00:00,27982.0,27983.0,27976.0,27990.0,546,0
2019-12-08,23:00:00,27983.0,27983.0,27972.0,27985.0,811,0
2019-12-09,00:00:00,27983.0,28005.0,27977.0,28008.0,1361,0
2019-12-09,01:00:00,28006.0,28017.0,27999.0,28023.0,1880,0
2019-12-09,02:00:00,28016.0,27991.0,27991.0,28023.0,3903,0
2019-12-09,03:00:00,27991.0,27990.0,27957.0,27996.0,3828,0
2019-12-09,04:00:00,27989.0,28010.0,27983.0,28010.0,1857,0
2019-12-09,05:00:00,28009.0,27974.0,27967.0,28011.0,1804,0
2019-12-09,06:00:00,27975.0,27990.0,27972.0,27999.0,1780,0
2019-12-09,07:00:00,27990.0,27986.0,27981.0,28002.0,2537,0
2019-12-09,08:00:00,27987.0,27997.0,27970.0,28016.0,15843,0
2019-12-09,09:00:00,27997.0,27996.0,27984.0,28014.0,11449,0
2019-12-09,10:00:00,27996.0,27956.0,27948.0,27998.0,10652,0
2019-12-09,11:00:00,27955.0,27952.0,27936.0,27970.0,7458,0
2019-12-09,12:00:00,27953.0,27963.0,27946.0,27969.0,6317,0
2019-12-09,13:00:00,27964.0,27954.0,27925.0,27964.0,8156,0
2019-12-09,14:00:00,27954.0,27925.0,27924.0,27969.0,10058,0
2019-12-09,15:00:00,27925.0,27888.0,27878.0,27930.0,6619,0
2019-12-09,16:00:00,27889.0,27896.0,27889.0,27896.0,24,0
2019-12-09,17:00:00,27901.0,27907.0,27888.0,27920.0,1780,0
2019-12-09,18:00:00,27908.0,27911.0,27895.0,27926.0,2234,0
2019-12-09,19:00:00,27911.0,27906.0,27891.0,27917.0,2183,0
2019-12-09,20:00:00,27907.0,27932.0,27903.0,27937.0,1486,0
2019-12-09,21:00:00,27934.0,27929.0,27923.0,27937.0,925,0
2019-12-09,22:00:00,27929.0,27912.0,27912.0,27929.0,1041,0
2019-12-09,23:00:00,27912.0,27918.0,27910.0,27923.0,938,0
2019-12-10,00:00:00,27919.0,27918.0,27913.0,27933.0,873,0
2019-12-10,01:00:00,27917.0,27919.0,27911.0,27928.0,1198,0
2019-12-10,02:00:00,27919.0,27805.0,27789.0,27920.0,9595,0
2019-12-10,03:00:00,27805.0,27793.0,27774.0,27813.0,8611,0
2019-12-10,04:00:00,27792.0,27813.0,27787.0,27836.0,5347,0
